Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Does your employer provide mental health benefits as part of healthcare coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?",Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What country do you work in?,Do you work remotely?,Inferred Tech Role,Why or why not bring up with a potential employer in an interview(mental health issue)_cleaned?,Why or why not bring up with a potential employer in an interview(physical health issue)_cleaned?
0,1,1,Yes,Yes,Yes,Yes,I don't know,Maybe,No,No,No,I don't know,No,1,"Yes, they all did",Aware,None did,None did,"Yes, always",I don't know,Some of them,I don't know,Some of them,Yes,No,"Yes, I think it would",Maybe,Neutral,Maybe/Not sure,No,I don't know,No,No,healthy,No,0,Not applicable to me,Not applicable to me,30,Male,United States of America,United States of America,Sometimes,1,no response,no response
0,1,1,No,No,No,I don't know,I don't know,Yes,Maybe,No,No,I don't know,No,1,"No, none did",Not Aware,None did,None did,I don't know,"Yes, all of them",Some of them,Some did,None of them,No,No,"Yes, I think it would","Yes, I think they would",Very open,No,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,27,Female,Canada,United States of America,Always,1,no response,no response
1,2,0,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"Yes, they all did",Aware,None did,Some did,"Yes, always",Some of them,Some of them,Some did,None of them,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No response,Yes,Yes,Yes,anxiety-disorder | mood-disorder,Yes,1,Rarely,Sometimes,35,Male,United States of America,United States of America,Always,0,if relevant to job,if relevant to job
0,0,1,Yes,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,No,No,1,Some did,Aware,Some did,Some did,Sometimes,Some of them,Some of them,Some did,None of them,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,anxiety-disorder | mood-disorder,Yes,1,Rarely,Often,26,Female,United States of America,United States of America,Sometimes,1,i want to be considered the same as every other applicant and not be categorized by my limitations,i want to be considered the same as every other applicant and not be categorized by my limitations
0,1,1,I don't know,I don't know,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No,1,I don't know,Not Aware,None did,None did,I don't know,Some of them,Some of them,None did,None of them,Maybe,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,Maybe,Yes,No,No,healthy,No,0,Not applicable to me,Not applicable to me,35,Male,Australia,Australia,Always,1,again if the employer stated their position on mental health issues and support for potential employees then i would feel comfortable talking about it,if the potential employer explained their position on support for employees with physical health issues at the start of an interview that would encourage me to speak of it
0,0,0,I don't know,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,Yes,1,I don't know,Not Aware,Some did,None did,I don't know,Some of them,None of them,Some did,None of them,Yes,Maybe,Maybe,"Yes, they do",Somewhat not open,Maybe/Not sure,Yes,Yes,Yes,Yes,anxiety-disorder | mood-disorder,No,1,Rarely,Sometimes,29,Male,Netherlands,Netherlands,Never,1,afraid of niet being understood that makes it hard to talk about it especially during an interview,no response
0,1,1,I don't know,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,1,Some did,Not Aware,None did,None did,I don't know,Some of them,Some of them,Some did,Some of them,Maybe,No,"No, I don't think it would","No, I don't think they would",Somewhat open,No,No response,No,No,No,healthy,No,1,Not applicable to me,Not applicable to me,34,Male,United Kingdom,United Kingdom,Sometimes,1,i wouldnt know if i could trust them at that stage,i wouldnt know if i could trust them at that stage
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"No, none did",Not Aware,I don't know,None did,I don't know,"Yes, all of them","Yes, all of them",Some did,None of them,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,No,No,No,No,healthy,No,0,Not applicable to me,Often,27,Male,United States of America,United States of America,Sometimes,1,i personally dont believe that generalized employers have the capacity to grapple with the possibility or potential for any mental health issues when they are worried about keeping their companies afloat,unless it would directly inhibit my ability to perform the presumed role or job description i find my physical medical health to be my responsibility and business altogether next to my diet sexual preferences and similar information
0,1,1,No,No,No,Yes,I don't know,Maybe,No,Maybe,No,I don't know,No,1,"No, none did",Not Aware,None did,None did,I don't know,Some of them,Some of them,I don't know,None of them,Maybe,Maybe,Maybe,Maybe,Somewhat not open,Maybe/Not sure,Yes,No,Maybe,Maybe,unknown,No,0,Not applicable to me,Sometimes,39,Male,United Kingdom,United Kingdom,Sometimes,0,would not wish to prejudice the interview process,would not wish to prejudice the interview process
0,1,1,I don't know,I don't know,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,1,"No, none did",Not Aware,None did,None did,No,"Yes, all of them","Yes, all of them",None did,Some of them,Maybe,Maybe,Maybe,"No, I don't think they would",Very open,"Yes, I observed",No,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,27,Male,United Kingdom,United Kingdom,Sometimes,1,no response,no response
0,1,1,No,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No,1,"No, none did",Not Aware,None did,None did,I don't know,Some of them,None of them,None did,None of them,Yes,No,Maybe,"No, I don't think they would",Somewhat open,No,No response,No,Yes,No,healthy,Yes,1,Sometimes,Often,31,Male,Czech Republic,Czech Republic,Sometimes,0,the same as previous one,first i would like them to focus on my abilities and skills then when i would pass the initial interview rounds i would bring it up
0,0,0,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,Yes,No,Yes,1,I don't know,Not Aware,None did,None did,I don't know,I don't know,None of them,I don't know,None of them,Maybe,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",Yes,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,26,Male,United Kingdom,United Kingdom,Never,1,i dont think enough people are aware of mental health issues so it is more likely to just have a negative impact,would very much depend on the issue and what impact i thought it would have on the role i was interviewing for
0,0,1,Yes,No,I don't know,Yes,Neither easy nor difficult,Maybe,Maybe,Yes,Maybe,I don't know,No,1,"Yes, they all did",Aware,Some did,Some did,I don't know,Some of them,Some of them,Some did,Some of them,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I experienced",Yes,Yes,Maybe,Maybe,unknown,No,1,Sometimes,Sometimes,44,Male,United States of America,United States of America,Always,1,is it relevant to the job and is it something i can work around,is it relevant to the job is it something i can work around
0,1,1,Yes,I don't know,No,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No,1,"Yes, they all did",Not Aware,Some did,Some did,I don't know,Some of them,None of them,None did,Some of them,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,27,Male,United States of America,United States of America,Sometimes,1,no response,no response
0,1,0,Yes,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No,1,I don't know,Not Aware,None did,None did,I don't know,I don't know,None of them,I don't know,None of them,No,No,Maybe,Maybe,Very open,No,No response,Yes,Yes,Yes,mood-disorder | attention-deficit-hyperactivity-disorder,Yes,1,Never,Sometimes,57,Female,United States of America,United States of America,Sometimes,1,interview is not the placetime for personal info,personal info should not be part of interview process
1,2,0,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"Yes, they all did",Aware,Some did,Some did,I don't know,I don't know,None of them,"Yes, they all did",Some of them,Yes,Maybe,Maybe,"No, I don't think they would",Very open,"Yes, I observed",No,I don't know,No,No,healthy,No,0,Not applicable to me,Not applicable to me,34,Male,Canada,United States of America,Sometimes,0,because,because
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"Yes, they all did",Aware,None did,None did,I don't know,Some of them,Some of them,Some did,None of them,Maybe,No,Maybe,Maybe,Very open,No,No response,Yes,Yes,Yes,obsessive-compulsive-disorder,Yes,1,Rarely,Sometimes,38,Male,United States of America,United States of America,Sometimes,1,since it doesnt affect my job performance its none of their business,no response
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Some did,Aware,Some did,Some did,I don't know,I don't know,None of them,Some did,None of them,Maybe,Maybe,Maybe,"No, I don't think they would",Neutral,Maybe/Not sure,No response,I don't know,Yes,Maybe,unknown,Yes,1,Not applicable to me,Often,55,Male,United States of America,United States of America,Always,1,if it seemed relevant,if i thought it irrelevant to the job
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"No, none did",Aware,None did,None did,I don't know,Some of them,Some of them,I don't know,None of them,No,No,"Yes, it has","Yes, they do",Neutral,"Yes, I experienced",Yes,Yes,Maybe,Maybe,unknown,No,1,Rarely,Often,28,Male,Costa Rica,Costa Rica,Sometimes,1,same reason basically and it seems like it might be too early in a relationship to do so  why should they have a window into my personal life just because theyre my employers,it would probably impact my application negatively even if they did not admit so
0,1,0,I don't know,No,No,No,Neither easy nor difficult,Yes,No,No,Maybe,I don't know,No,1,"No, none did",Not Aware,None did,None did,I don't know,I don't know,None of them,I don't know,None of them,No,No,Maybe,"Yes, I think they would",Very open,"Yes, I observed",Yes,I don't know,Maybe,Maybe,unknown,No,1,Often,Sometimes,35,Male,United States of America,United States of America,Never,1,no response,no response
0,1,1,Yes,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,No,Yes,No,1,Some did,Aware,None did,None did,No,Some of them,Some of them,Some did,None of them,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,No,I don't know,Yes,Yes,attention-deficit-hyperactivity-disorder | post-traumatic-stress-disorder,Yes,1,Often,Often,26,Male,United States of America,United States of America,Always,1,fear of discrimination as a racial minority with a mental health issue,fear of discrimination as a racial minority with a physical health issue
0,0,1,I don't know,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No,1,"No, none did",Not Aware,None did,None did,I don't know,I don't know,None of them,I don't know,None of them,Yes,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,No response,No,No,Maybe,unknown,No,0,Not applicable to me,Not applicable to me,22,Female,United States of America,United States of America,Never,1,no response,no response
0,1,1,I don't know,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Maybe,Maybe,I don't know,No,1,"Yes, they all did",Aware,Some did,Some did,I don't know,I don't know,None of them,Some did,None of them,No,No,"Yes, I think it would",Maybe,Neutral,No,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,31,Male,United States of America,United States of America,Sometimes,1,worried about discrimination,worries about discrimination
0,0,1,I don't know,No,No,No,Somewhat difficult,Maybe,Maybe,No,No,I don't know,No,0,No previous employer,No History,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous workplace,Maybe,No,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No response,No response,No,No,No,healthy,No,1,Not applicable to me,Not applicable to me,31,Male,United Kingdom,United Kingdom,Never,1,no response,no response
1,2,0,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,No previous employer,No History,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous workplace,No,No,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",No,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,40,Male,Germany,Germany,Sometimes,0,for the same reasons as for physical health issues,"it is by law none of the employers business and very unlikely to help in procuring a job a job interview is a sale situation not a full disclosure session  for both sides ie a business is unlikely to volunteer negative information on its business operations in an interview too

the only exception would be if the health issues are going to materially affect my ability to perform the job being offered in which case i wouldnt be in the interview in the first place or it would only take place based on the understanding that this was the case"
0,1,0,Yes,No,Yes,Yes,Neither easy nor difficult,Maybe,No,Maybe,Yes,No,No,1,Some did,Aware,Some did,Some did,I don't know,Some of them,None of them,I don't know,Some of them,Maybe,No,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,No response,No,No,Yes,post-traumatic-stress-disorder | stress-response-syndromes,Yes,1,Sometimes,Sometimes,26,Male,United States of America,United States of America,Sometimes,1,for the same reason as above but i dont know at all whether the employer views mental health the same as physical health,it would depend on the job im applying for  would it be something like i just need a special chair or would it be more along the lines of i need you to cater to my random days off  either one should be the same however we all know that each response would not be treated as such
0,0,1,No,No,No,No,Very difficult,Yes,No,No,No,I don't know,No,1,Some did,Aware,None did,None did,I don't know,"Yes, all of them",Some of them,None did,Some of them,No,No,"Yes, it has","Yes, they do",Somewhat not open,"Yes, I experienced",No response,Yes,Yes,Yes,anxiety-disorder | mood-disorder | personality-disorder | post-traumatic-stress-disorder | substance-use-disorder | addictive-disorder,No,1,Sometimes,Sometimes,36,Male,United States of America,United States of America,Sometimes,1,keeping it secret is essential to getting  holding jobs at some companies,get the job first
0,0,1,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,1,"Yes, they all did",Aware,Some did,Some did,"Yes, always",Some of them,None of them,Some did,None of them,Yes,No,Maybe,"No, they do not",Somewhat open,No,No response,Yes,Yes,Yes,anxiety-disorder | mood-disorder,Yes,1,Sometimes,Often,33,Male,United States of America,United States of America,Sometimes,1,afraid of the stigma,if it affected my availability
